candidate_id,estate,source_id,node_type,title,document_or_part,paragraph_or_rule,url,matched_amounts,rule_based_reason,snippet,is_threshold,inflation_index_candidate,threshold_amounts,threshold_type,confidence,llm_rationale
cand-00040,ss,b027f922923f964b,guidance_document,SS2/23 – Supervising credit unions,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026,£100m,Monetary amount appears with threshold/trigger language.,Additional expectations for credit unions with more than £100m in assets 20 Exit strategy planning 20 14.,true,true,£100m,scope_trigger,high,Asset size triggers additional expectations for credit unions.
cand-00041,ss,b027f922923f964b,guidance_document,SS2/23 – Supervising credit unions,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026,£50 m,Monetary amount appears with threshold/trigger language.,"2.13 For credit unions with total assets over £50 million, the PRA expects them to not hold more than 50% of their minimum capital requirement as subordinated debt; and that no more than 75% of the minimum capital requirement be comprised of subordinated debt and interest-bearing deferred shares.",true,true,£50 million,scope_trigger,high,Total assets over this level trigger subordinated debt expectations.
cand-00042,ss,b027f922923f964b,guidance_document,SS2/23 – Supervising credit unions,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026,£10 m,Monetary amount appears with threshold/trigger language.,"7.2 Additional expectations relating to investments for credit unions with more than £10 million in assets and credit unions that invest in more complex investments (supranational bonds, corporate bonds, bank bonds, and money market funds) are set out in Chapters 11 and 14, respectively.",true,true,£10 million,scope_trigger,high,Asset size triggers additional investment expectations.
cand-00043,ss,b027f922923f964b,guidance_document,SS2/23 – Supervising credit unions,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026,£10 m,Monetary amount appears with threshold/trigger language.,"8.2 The following are indicators of good practice (the PRA considers that some credit unions will be limited in their ability to implement these practices, due to their size and resources, but the PRA would generally expect credit unions with more than £10 million in total assets to meet all or most of the below): • there is a clear separation between the role and responsibilities of the General Manager/ Chief Executive Officer (CEO)/Senior Management Team (largely operational (although the General Manager/ CEO also plays a key role in developing strategy) keeping the board informed, and bringing recommendations to the board) and that of the board (largely strategic, approving key policies, making key decisions , overseeing performance, and appraising the CEO); • the board demonstrates a clear understanding and ownership of strategy and associated risks, focusing on this as a key agenda item at board meetings (rather than getting involved in operational detail); • the board has an appropriate range of skills and experience relevant to the activities carried on by the credit union; • the credit union carries out an analysis of skills gaps, and prioritises identified gaps when recrui",true,true,£10 million,scope_trigger,high,Asset size triggers governance good-practice expectations.
cand-00044,ss,b027f922923f964b,guidance_document,SS2/23 – Supervising credit unions,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026,£10 m,Monetary amount appears with threshold/trigger language.,9.3 The PRA expects credit unions with total assets of more than £10 million should be able to meet all of the above expectations.,true,true,£10 million,scope_trigger,high,Asset size triggers expectation to meet specified governance expectations.
cand-00045,ss,b027f922923f964b,guidance_document,SS2/23 – Supervising credit unions,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026,£10m; £10 m,Monetary amount appears with threshold/trigger language.,"Additional expectations for credit unions with more than £10m in assets Investments 11.1 The PRA expects credit unions with more than £10 million in total assets, and any credit unions that hold investments that come under rules 6.4(7) and 6.4(8) of the Credit Unions Part of the PRA Rulebook, to adhere to the following concentration limits (in addition to the limits required by rule 6.4A of the Credit Unions Part of the PRA Rulebook, 7 and with the exception of the investments listed in paragraph 11.2): • no more than 20% of a credit union’s total investments8 to be held with a single counterparty; and • an amount equivalent to no more than 75% of credit union’s total capital to be held with any single counterparty.",true,true,£10m; £10 million,scope_trigger,high,Asset size triggers additional investment concentration expectations.
cand-00046,ss,b027f922923f964b,guidance_document,SS2/23 – Supervising credit unions,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026,£10 m,Monetary amount appears with threshold/trigger language.,"Liquidity 11.9 For credit unions with more than £10 million in assets , the PRA also expects the liquidity management policy statement to cover: • the credit union’s strategy, processes, and systems in place for liquidity risk management; • the liquidity risk appetite agreed by the board; • any liquidity buffers to be maintained as a safeguard on the basis of stressed conditions that may arise; • plans to address any liquidity or funding risks arising from mismatches in maturity (which can give rise to cash flow imbalances and a risk that there could be insufficient cash resources to meet payment outflows when they fall due); and • contingency plans with actions that will be taken if liquidity targets are not met.",true,true,£10 million,scope_trigger,high,Asset size triggers additional liquidity policy expectations.
cand-00047,ss,b027f922923f964b,guidance_document,SS2/23 – Supervising credit unions,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026,£10 m,Monetary amount appears with threshold/trigger language.,"In line with these requirements, the PRA expects all credit unions with more than £10 million in assets to maintain a risk appetite statement (RAS).",true,true,£10 million,scope_trigger,high,Asset size triggers expectation to maintain a risk appetite statement.
cand-00048,ss,b027f922923f964b,guidance_document,SS2/23 – Supervising credit unions,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026,£10 m,Monetary amount appears with threshold/trigger language.,"Operational risk and resilience 11.11 In addition to the expectations set out in Chapter 10, the PRA expects credit unions with more than £10 million in assets to consider and document the core systems and outsourcing arrangements that are critical to the operation of the business.",true,true,£10 million,scope_trigger,high,Asset size triggers operational resilience documentation expectations.
cand-00049,ss,b027f922923f964b,guidance_document,SS2/23 – Supervising credit unions,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026,£50m; £50 m,Monetary amount appears with threshold/trigger language.,"Additional expectations for credit unions with more than £50m in assets Liquidity 12.1 In order to ensure a credit union is holding sufficient liquid funds under Credit Unions 9.4, the PRA expects credit unions with more than £50 million in total assets to carry out periodic (at least annual) liquidity stress testing whereby the impact of stressed outflows is considered.",true,true,£50m; £50 million,scope_trigger,high,Asset size triggers liquidity stress testing expectations.
cand-00050,ss,b027f922923f964b,guidance_document,SS2/23 – Supervising credit unions,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026,£50 m,Monetary amount appears with threshold/trigger language.,"Risk management 12.5 In addition to the expectations set out in Chapters 9 and 11, credit unions with more than £50 million in total assets and/or credit unions that carry out more complex lending (such as providing mortgages or lending to corporates), and/or credit unions that invest in more complex investment products (supranational b onds, corporate bonds, bank bonds, and money market funds) should expect to engage more with the PRA.",true,true,£50 million,scope_trigger,high,Asset size triggers greater engagement/risk management expectations.
cand-00051,ss,b027f922923f964b,guidance_document,SS2/23 – Supervising credit unions,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026,£50 m,Monetary amount appears with threshold/trigger language.,"Operational risk and resilience 12.6 In addition to the expectations set out in Chapters 10 and 11, the PRA expects credit unions with more than £50 million in assets to consider and document: • the people, processes, and technology required to deliver critical services;10 and • what scenarios could result in them exceeding their risk appetite, and what actions they will take to respond and react to instances of crystallised operational risk to ensure they remain within their risk appetite.",true,true,£50 million,scope_trigger,high,Asset size triggers additional operational resilience documentation expectations.
cand-00052,ss,b027f922923f964b,guidance_document,SS2/23 – Supervising credit unions,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026,£100m; £100 m,Monetary amount appears with threshold/trigger language.,"Additional expectations for credit unions with more than £100m in assets Exit strategy planning 13.1 In line with requirements under rule 11.1(2) of the Credit Unions Part of the PRA Rulebook, for a credit union to have effective processes to identify, manage, monitor, and report the risks to which it is exposed, the PRA expects a credit union with more than £100 million in assets to be able to demonstrate that it has management information, monitoring, and governance processes to support timely wind-down decision making.",true,true,£100m; £100 million,scope_trigger,high,Asset size triggers exit strategy planning expectations.
cand-00053,ss,b027f922923f964b,guidance_document,SS2/23 – Supervising credit unions,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026,£100 m,Monetary amount appears with threshold/trigger language.,"13.2 Credit unions with more than £100 million in assets are expected to consider the steps and resources needed to (i) wind down, and (ii) achieve a transfer of engagements, while, to the extent possible, avoiding any negative effects on members.",true,true,£100 million,scope_trigger,high,Asset size triggers wind-down/transfer planning expectations.
cand-00054,ss,b027f922923f964b,guidance_document,SS2/23 – Supervising credit unions,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026,£10m; £50m,Monetary amount appears with threshold/trigger language.,"Proportionality 18.15 Where a credit union has outsourced its services to a CUSO but does not own the CUSO, credit unions are reminded that the PRA’s outsourcing expectations apply proportionately accordingly to the size and activities of the credit union – eg the PRA has additional operational resilience expectations of credit unions with more than £10m in total assets (see paragraph 11.11) and credit unions with more than £50m in total assets (see paragraph 12.6).",true,true,£10m; £50m,scope_trigger,high,Asset sizes trigger different operational resilience expectations.
cand-00055,ss,ff359f39c1415ae2,guidance_document,SS24/15 – The PRA’s approach to supervising liquidity and funding risks,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss24-15---the-pras-approach-to-supervising-liquidity-and-funding-risks/01-06-2026,"£50,000",Monetary amount appears with threshold/trigger language.,"For new firms who are authorised without restriction on accepting deposits exceeding an aggregate of £50,000 (i.e. new firms not utilising mobilisation), the PRA expects that RDRs calculated for reporting reference dates from the point of authorisation should be representative of its long term business model.",true,true,"£50,000",permission_or_exemption_condition,high,Deposit-taking permission restriction threshold distinguishes mobilisation status.
cand-00056,ss,ff359f39c1415ae2,guidance_document,SS24/15 – The PRA’s approach to supervising liquidity and funding risks,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss24-15---the-pras-approach-to-supervising-liquidity-and-funding-risks/01-06-2026,"£50,000",Monetary amount appears with threshold/trigger language.,"New firms utilising mobilisation are authorised with a restriction on their permissions to prevent them accepting deposits exceeding an aggregate of £50,000 while in mobilisation.",true,true,"£50,000",permission_or_exemption_condition,high,Deposit cap is a permission restriction during mobilisation.
cand-00057,ss,21522ce551190af0,guidance_document,SS28/15 – Strengthening individual accountability in banking,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss28-15---strengthening-individual-accountability-in-banking/01-06-2026,£10 billion,Monetary amount appears with threshold/trigger language.,"4 A key business area is an area with gross total assets equal to or greater than £10 billion; and which either accounts for more than 20% of the firm’s gross revenue; or where the firm is part of a group, accounts for more than 20% of the total gross revenue of the group.",true,true,£10 billion,scope_trigger,high,Gross assets threshold helps define a key business area.
cand-00058,ss,21522ce551190af0,guidance_document,SS28/15 – Strengthening individual accountability in banking,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss28-15---strengthening-individual-accountability-in-banking/01-06-2026,£250 m,Monetary amount appears with threshold/trigger language.,"For instance, banks and building societies with gross total assets of £250 million or less are not expected to have many Senior Managers in addition to the mandatory SMFs.",true,true,£250 million,scope_trigger,medium,Asset cap identifies small firms expected to have fewer Senior Managers.
cand-00059,ss,21522ce551190af0,guidance_document,SS28/15 – Strengthening individual accountability in banking,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss28-15---strengthening-individual-accountability-in-banking/01-06-2026,£250 m,Monetary amount appears with threshold/trigger language.,"5 Banks, building societies and credit unions with assets of £250 million or less (Small Firms) are subject to less onerous requirements under the SMR.",true,true,£250 million,scope_trigger,high,Asset cap defines Small Firms subject to less onerous SMR requirements.
cand-00060,ss,21522ce551190af0,guidance_document,SS28/15 – Strengthening individual accountability in banking,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss28-15---strengthening-individual-accountability-in-banking/01-06-2026,£250 m,Monetary amount appears with threshold/trigger language.,"The £250 million threshold is calculated across a rolling period of five years or, if the firm has been in existence for less than five years, across the period during which it has existed.",true,true,£250 million,scope_trigger,high,Sentence describes calculation of the Small Firms threshold.
cand-00061,ss,21522ce551190af0,guidance_document,SS28/15 – Strengthening individual accountability in banking,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss28-15---strengthening-individual-accountability-in-banking/01-06-2026,£15 billion,Monetary amount appears with threshold/trigger language.,Remuneration firms which are CRR firms with assets above £15 billion.,true,true,£15 billion,scope_trigger,high,Asset threshold identifies CRR remuneration firms.
cand-00062,ss,21522ce551190af0,guidance_document,SS28/15 – Strengthening individual accountability in banking,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss28-15---strengthening-individual-accountability-in-banking/01-06-2026,£250 m,Monetary amount appears with threshold/trigger language.,"Small Firms (ie those with gross total assets of £250 million or less) need only allocate these four Prescribed Responsibilities, in addition to the five which apply to all firms, among their Senior Managers (ie they must allocate nine Prescribed Responsibilities in total). • Prescribed Responsibilities which apply to all firms except Small Firms: These responsibilities, which are listed in Allocation of Responsibilities 4, cover areas relevant to the PRA’s safety and soundness objective, such as the allocation and maintenance of capital, funding and liquidity, recovery and resolution, stress-testing and the firm’s performance of its obligations under Outsourcing. • Prescribed Responsibilities which only apply to certain types of firm (excluding Small Firms): o firms that carry out proprietary trading;13 o firms that will be subject to ring-fencing obligations; or o firms which do not have individuals performing the Chief Risk or Head of Internal Audit functions (SMFs 4 and 5).",true,true,£250 million,scope_trigger,high,Asset cap defines Small Firms with reduced prescribed responsibilities.
cand-00063,ss,459ac13049154c65,guidance_document,SS3/16 – Fees: PRA approach and application,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss03-16---fees-pra-approach-and-application/01-06-2026,"£25,000",Monetary amount appears with threshold/trigger language.,"5.3 The PRA will not ordinarily charge an SPF for restructuring if the amount calculated under Fees 5 is less than £25,000.",true,true,"£25,000",fee_or_levy_band,high,Below this calculated amount the PRA will not ordinarily charge the SPF.
cand-00064,ss,459ac13049154c65,guidance_document,SS3/16 – Fees: PRA approach and application,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss03-16---fees-pra-approach-and-application/01-06-2026,"£25,000",Monetary amount appears with threshold/trigger language.,"Where this threshold is reached and an SPF is charged, the full amount calculated under Fees 5 is payable and not just the excess over £25,000.",true,true,"£25,000",fee_or_levy_band,high,Sentence explains fee treatment once the SPF threshold is reached.
cand-00065,ss,459ac13049154c65,guidance_document,SS3/16 – Fees: PRA approach and application,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss03-16---fees-pra-approach-and-application/01-06-2026,"£25,000",Monetary amount appears with threshold/trigger language.,"February 2019 This SS was updated following the publication of PS3/19 ‘PRA fees and levies: Changes to periodic and transaction fees’1 to:  add the model maintenance fee to the fees making up a firm’s periodic fee (Chapter 3);  clarify the PRA will look to levy a SPF for those Part VII transactions expected to exceed £25,000 (Chapter 4);  remove an obsolete reference (Chapter 4);  clarify the process for insurance firms wishing to seek relief from PRA fees (Chapter 5);  clarify the types of reinsurance transactions the PRA considers may qualify for relief from PRA fees (Chapter 5); and  correct several non‐policy related grammar changes (all chapters).",true,true,"£25,000",fee_or_levy_band,high,Expected transaction cost above this level triggers a special project fee.
cand-00066,ss,03883adfe7af29e3,guidance_document,"SS32/15 – Pillar 2 reporting, including instructions for completing data items FSA071 to FSA082, and PRA111",,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss32-15-pillar-2-reporting-including-instructions-for-completing/01-06-2026,£5 billion,Monetary amount appears with threshold/trigger language.,4 Firms with total assets equal to or greater than £5 billion at the relevant level of consolidation used as the basis of their ICAAP are 5 required to submit this template in accordance with Rule 2.9 of the Reporting Pillar 2 Part of the PRA Rulebook.,true,true,£5 billion,reporting_trigger,high,Asset threshold triggers mandatory Pillar 2 template submission.
cand-00067,ss,c548b5bec5559ac3,guidance_document,SS35/15 – Strengthening individual accountability in insurance,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss35-15---strengthening-individual-accountability-in-insurance/01-06-2026,£25 m,Monetary amount appears with threshold/trigger language.,"In particular, this chapter clarifies: • the scope of the SMR; • the identification of key functions; 1 These are insurance firms that are out‐of‐scope of Solvency II, and have assets relating to all regulated activities, with a value of more than £25 million, as included in the firm’s two most recent reported annual accounts.",true,true,£25 million,scope_trigger,high,Asset value threshold brings non-Solvency II insurance firms within SMR scope.
cand-00068,ss,c548b5bec5559ac3,guidance_document,SS35/15 – Strengthening individual accountability in insurance,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss35-15---strengthening-individual-accountability-in-insurance/01-06-2026,£25m,Monetary amount appears with threshold/trigger language.,"Firms in run-off (other than third country branch undertakings) that no longer have regulatory permissions to write new business 2.22D Where a UK Solvency II firm no longer has permission to write new business (and has not written or acquired any further business in the last twelve months), and has less than £25m technical provisions as reported in its two most recent annual accounts (ie is a ‘small run‐off firm’), it is only required to comply with a streamlined SMR as set out in the PRA Rulebook.",true,true,£25m,scope_trigger,high,Technical provisions below this level define a small run-off firm with streamlined SMR.
cand-00069,ss,a329e02dc0da416b,guidance_document,SS44/15 – Solvency II: third-country insurance and pure reinsurance branches,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss44-15---solvency-ii-third-country-insurance/01-06-2026,£500 m,Monetary amount appears with threshold/trigger language.,"6A.2 As set out in the PRA’s SoP – The Prudential Regulation Authority’s approach to insurance branch authorisation and supervision, the PRA expects third-country branches to have under £500 million of insurance liabilities covered by the Financial Services Compensation Scheme (FSCS) when operating as a branch, and may consider authorisation as a subsidiary as an alternative where that is not the case.",true,true,£500 million,permission_or_exemption_condition,high,Insurance liabilities below this level are expected for branch authorisation/supervision.
cand-00070,ss,e27a5cc33a71f9ae,guidance_document,SS45/15 – The UK leverage ratio framework,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss45-15-the-uk-leverage-ratio-framework/01-06-2026,£75 billion; £10 billion,Monetary amount appears with threshold/trigger language.,"All firms with retail deposits equal to or greater than £75 billion or non-UK assets equal to or greater than £10 billion, when calculated on an individual basis , are in scope.1 Firms’ retail deposits and non-UK assets, for the purposes of comparison to these thresholds, are calculated as averages over the three most recent accounting reference dates of the firm.",true,true,£75 billion; £10 billion,scope_trigger,high,Retail deposit and non-UK asset thresholds bring firms into leverage ratio scope.
cand-00071,ss,e27a5cc33a71f9ae,guidance_document,SS45/15 – The UK leverage ratio framework,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss45-15-the-uk-leverage-ratio-framework/01-06-2026,£50 billion; £75 billion,Monetary amount appears with threshold/trigger language.,"26 Paragraph 1.A.1i was updated to reflect the increase in the retail deposits threshold from £50 billion to £75 billion, and to describe the averaging mechanism used for calculation of firms’ retail deposits and non-UK assets used for comparisons to the corresponding thresholds.",true,true,£75 billion; £50 billion,scope_trigger,medium,Sentence records increase of the retail deposits scope threshold.
cand-00072,ss,32b0d95d6a3ba39d,guidance_document,SS5/21 – International banks: The PRA’s approach to branch and subsidiary supervision,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss05-21-international-banks---pras-approach-to-branch-and-subsidiary-supervision/01-06-2026,£130m,Monetary amount appears with threshold/trigger language.,"6 https://www.bankofengland.co.uk/prudential -regulation/key-initiatives/ring-fencing 7 One threshold is £130m of retail and small company deposits, but the PRA also considers the number of such deposit accounts and the total potential liability to the Financial Services Compensation Scheme.",true,true,£130m,permission_or_exemption_condition,high,Retail/small company deposit threshold is considered for branch authorisation.
cand-00073,ss,32b0d95d6a3ba39d,guidance_document,SS5/21 – International banks: The PRA’s approach to branch and subsidiary supervision,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss05-21-international-banks---pras-approach-to-branch-and-subsidiary-supervision/01-06-2026,£35 billion,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"However, there are three areas which are worth emphasising for firms that are part of international groups regarding their compliance with PRA rules applicable to international banks: • When branches or subsidiaries outsource to parent or affiliated companies outside the UK, they should ensure that the outsourced service is provided in compliance with UK legal and 21 £35 billion of ‘core deposits’, as specified in the Financial Services and Markets Act 2000 (Ring-fenced Bodies and Core Activities) Order 2014: https://www.legislation.gov.uk/ukdsi/2014/9780111117118 International banks: The PRA’s approach to branch and subsidiary supervision April 2026 13 regulatory requirements, even if these firms are bound by policies, procedures, or written agreements set by their overseas group or parent companies. • Depositor protection in the UK may be different from that applicable to the overseas group or head office, and so the PRA will pay particular attention to compliance with the Depositor Protection Part of the PRA Rulebook, including the Single Customer View Requirements. • While the PRA does not require any separation of a firm’s retail business from the rest of the group, or from it",true,true,£35 billion,scope_trigger,high,Core deposits threshold relates to ring-fencing obligations.
cand-00074,ss,32b0d95d6a3ba39d,guidance_document,SS5/21 – International banks: The PRA’s approach to branch and subsidiary supervision,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss05-21-international-banks---pras-approach-to-branch-and-subsidiary-supervision/01-06-2026,£15 billion,Monetary amount appears with threshold/trigger language.,"The PRA’s approach to this is set out in the SoP ‘Designation of investment firms for prudential supervision by the Prudential Regulation Authority’.23 This SoP sets out the factors that the PRA considers, which include a firm’s total gross assets, or the total gross assets of investment firms in the same group, exceeding £15 billion.",true,true,£15 billion,scope_trigger,high,Gross assets threshold is a factor in PRA designation.
