candidate_id,estate,source_id,node_type,title,document_or_part,paragraph_or_rule,url,matched_amounts,rule_based_reason,snippet,is_threshold,inflation_index_candidate,threshold_amounts,threshold_type,confidence,llm_rationale
cand-00289,rule,01a20824f51bb4e1,rule,3.4,Credit Unions,3.4,https://www.prarulebook.co.uk/pra-rules/credit-unions/01-06-2026#4a99b6b9cd7c48698c626322f4617682,"£15,000",Monetary amount appears with threshold/trigger language.,"Subject to 3.5 , 3.6 and 3.7 the outstanding balance of loans by a credit union : (1) to a member , must not exceed £15,000 in excess of that member’s attached shares ; and (2) to another credit union that is not a member , must not exceed £15,000.",true,true,"£15,000",other_threshold,high,Loan outstanding balance must not exceed this amount above attached shares.
cand-00290,rule,d7a629e267d83544,rule,3.8,Credit Unions,3.8,https://www.prarulebook.co.uk/pra-rules/credit-unions/01-06-2026#edcac4b6e608421fbd9c580f1b637503,"£7,500; £7,500,",Monetary amount appears with threshold/trigger language.,"A credit union must not lend to a member more than £7,500 in excess of the attached shares held by that member , or to another credit union more than £7,500, unless it has a capital -to-assets ratio of at least 5%.",true,true,"£7,500",permission_or_exemption_condition,high,Lending above this amount is allowed only if a capital ratio condition is met.
cand-00291,rule,384d29950eaf3305,rule,3.9,Credit Unions,3.9,https://www.prarulebook.co.uk/pra-rules/credit-unions/01-06-2026#db592cf4bc684f08a72e612439c33ea3,"£7,500; £7,500, m",Monetary amount appears with threshold/trigger language.,"A credit union that is owed by a member a total amount greater than £7,500 in excess of the attached shares held by that member , or by another credit union an amount greater than £7,500, must maintain a capital -to- total-assets ratio of at least 5%.",true,true,"£7,500",capital_or_resource_minimum,high,Credit unions owed above this amount must maintain a specified capital ratio.
cand-00292,rule,62de0389461393af,rule,6.4,Credit Unions,6.4,https://www.prarulebook.co.uk/pra-rules/credit-unions/01-06-2026#0d0b1b4254d64d8fa8a52b0772d0c98e,£100 m,Monetary amount appears with threshold/trigger language., is up to five years from the date on which that investment is made; and (b) has been assigned a credit rating of investment grade or higher by at least two credit rating agencies which are registered with the FCA ; or (8) in a qualifying money market fund which: (a) is authorised by the FCA ; and (b) has assets under management of at least £100 million.,true,true,£100 million,permission_or_exemption_condition,high,Qualifying money market fund must have at least this AUM.
cand-00293,rule,d8b8a1628e51de85,rule,8.5A,Credit Unions,8.5A,https://www.prarulebook.co.uk/pra-rules/credit-unions/01-06-2026#30716df6dd534577b607f4a6102e69a4,£5 m; £10 m; £50 m,Monetary amount appears with threshold/trigger language.,A credit union that has total assets of more than £5 million must have: (1) capital of at least 5% of total assets up to and including £10 million; and (2) capital of at least 8% of total assets above £10 million up to and including £50 million; and (3) capital of at least 10% of total assets above £50 million.,true,true,£5 million; £10 million; £50 million,capital_or_resource_minimum,high,Asset bands determine minimum capital percentages for credit unions.
cand-00294,rule,f51034f25a3c1903,rule,12.1,Definition of Capital,12.1,https://www.prarulebook.co.uk/pra-rules/definition-of-capital/01-06-2026#14387c84bb1f478ab5d8e896e0d0a003,"€5 m; €1 m; £1 m; £750,000",Monetary amount appears with threshold/trigger language.,"A CRR firm must maintain at all times capital resources equal to or in excess of the base capital resources requirement set out in the table below: Firm category Amount: Currency equivalent bank €5 million small specialist bank The higher of €1 million and £1 million building society The higher of €1 million and £1 million designated investment firm £750,000",true,true,"€5 million; €1 million; £1 million; £750,000",capital_or_resource_minimum,high,Table sets base capital resources requirements by firm category.
cand-00295,rule,32f8fa535eb1d730,rule,1.4,Depositor Protection,1.4,https://www.prarulebook.co.uk/pra-rules/depositor-protection/01-06-2026#fb8d716b1d894194bcc7e4d2451e5299,"EUR 500,000",Monetary amount appears with threshold/trigger language.,"SCV system means a firm’s system for satisfying the SCV requirements . small local authority means a local authority with an annual budget of up to EUR 500,000. small self-administered scheme means an occupational pension scheme of a kind described in article 4(4) and 4(5) of the Financial Services and Markets Act 2000 (Carrying on Regulated Activities by Way of Business) Order 2001 (SI 2001/1177). statement of business means the information required under 44.2 . target level means 0.8% of the amount of covered deposits (excluding temporary high balances ) of DGS members .",true,true,"EUR 500,000",scope_trigger,high,Small local authority definition uses annual budget ceiling.
cand-00298,rule,1494bda7bf667a75,rule,12.9,Depositor Protection,12.9,https://www.prarulebook.co.uk/pra-rules/depositor-protection/01-06-2026#055a4b0b2b4d4a5aac85d093ebc0fe5a,"£50,",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"£50, please insert 50.00, not -50.00.",false,false,,not_a_threshold,high,"This is an instruction for entering a value in a form, not a regulatory cut-off."
cand-00299,rule,d2fadfe54493541c,rule,33.3,Depositor Protection,33.3,https://www.prarulebook.co.uk/pra-rules/depositor-protection/01-06-2026#ca20ef4512434a68b426a6db0c21e5d8,"£1,500,000,000",Monetary amount appears with threshold/trigger language.,"The maximum aggregate amount for which the FSCS can levy in any one financial year of the deposit guarantee scheme in respect of: (1) DGS compensation costs and DGS specific costs for which the FSCS can levy class A ; and (2) recapitalisation payments for which the FSCS can levy class A2 , is limited to £1,500,000,000.",true,true,"£1,500,000,000",fee_or_levy_band,high,Annual aggregate levy amount for the deposit guarantee scheme is capped.
cand-00296,rule,dba687f66fc5e4e4,rule,4.2,Depositor Protection,4.2,https://www.prarulebook.co.uk/pra-rules/depositor-protection/01-06-2026#2ad39d4f95524d4fb48cca4d605a9bc9,"£120,000,",Monetary amount appears with threshold/trigger language.,"The maximum compensation sum payable for the aggregate eligible deposits of each depositor is £120,000, save that additional compensation may be payable in cases to which 4.3 or 4.4 apply.",true,true,"£120,000",compensation_or_protection_limit,high,Maximum compensation sum for eligible deposits.
cand-00297,rule,6553dcd3d5f169f3,rule,4.3,Depositor Protection,4.3,https://www.prarulebook.co.uk/pra-rules/depositor-protection/01-06-2026#7d85fb3048694f4eb83519a0d8ef8056,"£1,400,000,",Monetary amount appears with threshold/trigger language.,"Subject to 4.4 , the maximum compensation sum payable for a temporary high balance is £1,400,000, save that no limit shall apply to the compensation payable for a temporary high balance arising from a payment in connection with personal injury or incapacity.",true,true,"£1,400,000",compensation_or_protection_limit,high,Maximum compensation sum for temporary high balances.
cand-00300,rule,9129ff5fe75f8959,rule,44.4,Depositor Protection,44.4,https://www.prarulebook.co.uk/pra-rules/depositor-protection/01-06-2026#fb87a329f4474e39bfbe6405aa8ab18b,£250,Monetary amount appears with threshold/trigger language.,"If a firm does not submit a complete statement of business by the date on which it is due in accordance with 44.2 and any prescribed submission procedures: (1) The firm must pay an administrative fee of £250 (but not if it is already subject to an administrative fee by the PRA for the same financial year); and (2) The DGS compensation costs levy , recapitalisation payment levy and any DGS specific costs levy will be calculated using (where relevant) the valuation or valuations of business applicable to the previous period, multiplied by a factor of 1.10 (or if it has become a DGS member part way through a financial year, on the basis of the information provided to the PRA and used to calculate PRA fees or on any other reasonable basis, making such adjustments as seem appropriate in subsequent levies once the true figures are known).",true,true,£250,fee_or_levy_band,medium,Administrative fee applies when a statement of business is not submitted.
cand-00301,rule,36c95490b4001737,rule,45.3,Depositor Protection,45.3,https://www.prarulebook.co.uk/pra-rules/depositor-protection/01-06-2026#3b9d558fb067401dbd2eab9cc095f75d,£250,Monetary amount appears with threshold/trigger language.,"If a firm does not pay the total amount of its share of a DGS levy or recapitalisation payment levy , before the end of the date on which it is due, it must pay an additional amount as follows: (1) if the DGS levy or recapitalisation payment levy was not paid in full before the end of the due date, an administrative fee of £250; and (2) interest on any unpaid part of the DGS levy , recapitalisation payment levy or administrative fee at the rate of 5% per annum above the Official Bank Rate from time to time in force, accruing on a daily basis from the date on which the amount concerned became due.",true,true,£250,fee_or_levy_band,medium,Administrative fee applies when a levy is not paid by the due date.
cand-00429,rule,1a42bb3a7f99dba6,rule,Annex 2 – Content of Compensation Stickers and Posters (Chapter 23),Depositor Protection,Annex 2 – Content of Compensation Stickers and Posters (Chapter 23),https://www.prarulebook.co.uk/pra-rules/depositor-protection/01-06-2026#9082df0d705e4485ba839166f050a45d,"£120,000",Monetary amount appears with threshold/trigger language.,"1 The compensation stickers must contain the following statements only: UK banks building societies credit unions Northern Ireland credit unions An overseas firm , if: (a) the firm has a Part 4A permission that includes accepting deposits ; and (b) deposits are held by a UK establishment of the firm (1) ""Your eligible deposits held by a UK/Gibraltar [delete as appropriate] establishment of [insert name of firm] are protected up to a total of £120,000 by the Financial Services Compensation Scheme, the UK's deposit guarantee scheme.",true,true,"£120,000",compensation_or_protection_limit,high,Required compensation sticker states the deposit protection limit.
cand-00430,rule,1a42bb3a7f99dba6,rule,Annex 2 – Content of Compensation Stickers and Posters (Chapter 23),Depositor Protection,Annex 2 – Content of Compensation Stickers and Posters (Chapter 23),https://www.prarulebook.co.uk/pra-rules/depositor-protection/01-06-2026#9082df0d705e4485ba839166f050a45d,"£120,000",Monetary amount appears with threshold/trigger language.,"Please ask/click here [delete as appropriate] for further information or visit www.fscs.org.uk ."" As an alternative, for credit unions or Northern Ireland credit unions that accept deposits under a single brand or trading name: ""Your eligible deposits are protected up to a total of £120,000 by the Financial Services Compensation Scheme, the UK's deposit guarantee scheme.",true,true,"£120,000",compensation_or_protection_limit,high,Alternative sticker wording states the deposit protection limit.
cand-00431,rule,1a42bb3a7f99dba6,rule,Annex 2 – Content of Compensation Stickers and Posters (Chapter 23),Depositor Protection,Annex 2 – Content of Compensation Stickers and Posters (Chapter 23),https://www.prarulebook.co.uk/pra-rules/depositor-protection/01-06-2026#9082df0d705e4485ba839166f050a45d,"£120,000",Monetary amount appears with threshold/trigger language.,"Please ask/click here [delete as appropriate] for further information or visit [insert website address of scheme]."" 2 The compensation posters must contain the following statements only: UK banks building societies credit unions Northern Ireland credit unions An overseas firm , if: (a) the firm has a Part 4A permission that includes accepting deposits ; and (b) deposits are held by a UK establishment of the firm . (1) Firms that accept deposits under a single brand or trading name ""Your eligible deposits held by a UK/Gibraltar [delete as appropriate] establishment of [insert name of firm] are protected up to a total of £120,000 by the Financial Services Compensation Scheme, the UK's deposit guarantee scheme.",true,true,"£120,000",compensation_or_protection_limit,high,Poster wording states the deposit protection limit.
cand-00432,rule,1a42bb3a7f99dba6,rule,Annex 2 – Content of Compensation Stickers and Posters (Chapter 23),Depositor Protection,Annex 2 – Content of Compensation Stickers and Posters (Chapter 23),https://www.prarulebook.co.uk/pra-rules/depositor-protection/01-06-2026#9082df0d705e4485ba839166f050a45d,"£120,000",Monetary amount appears with threshold/trigger language.,"Please ask/click here [delete as appropriate] for further information or visit www.fscs.org.uk "" As an alternative, for credit unions or Northern Ireland credit unions that accept deposits under a single brand or trading name: ""Your eligible deposits are protected up to a total of £120,000 by the Financial Services Compensation Scheme, the UK's deposit guarantee scheme.",true,true,"£120,000",compensation_or_protection_limit,high,Alternative poster wording states the deposit protection limit.
cand-00433,rule,1a42bb3a7f99dba6,rule,Annex 2 – Content of Compensation Stickers and Posters (Chapter 23),Depositor Protection,Annex 2 – Content of Compensation Stickers and Posters (Chapter 23),https://www.prarulebook.co.uk/pra-rules/depositor-protection/01-06-2026#9082df0d705e4485ba839166f050a45d,"£120,000",Monetary amount appears with threshold/trigger language.,"Please ask/click here [delete as appropriate] for further information or visit www.fscs.org.uk "" (2) Firms that accept deposits under multiple brands or trading names ""Your eligible deposits held by a UK/Gibraltar [delete as appropriate] establishment of [insert name of firm] are protected up to a total of £120,000 by the Financial Services Compensation Scheme, the UK's deposit guarantee scheme.",true,true,"£120,000",compensation_or_protection_limit,high,Multiple-brand poster wording states the deposit protection limit.
cand-00434,rule,1a42bb3a7f99dba6,rule,Annex 2 – Content of Compensation Stickers and Posters (Chapter 23),Depositor Protection,Annex 2 – Content of Compensation Stickers and Posters (Chapter 23),https://www.prarulebook.co.uk/pra-rules/depositor-protection/01-06-2026#9082df0d705e4485ba839166f050a45d,"£120,000",Monetary amount appears with threshold/trigger language.,"5 The general FSCS compensation sticker and the general FSCS compensation poster must contain the following statements only: ""Your eligible deposits held by a UK establishment of a PRA regulated bank are protected up to a total of £120,000 by the Financial Services Compensation Scheme, the UK's deposit guarantee scheme.",true,true,"£120,000",compensation_or_protection_limit,high,General FSCS sticker/poster wording states the deposit protection limit.
cand-00427,rule,448f2123154a34ca,rule,Article 439 Disclosure of Exposures to Counterparty Credit Risk,Disclosure (CRR),Article 439 Disclosure of Exposures to Counterparty Credit Risk,https://www.prarulebook.co.uk/pra-rules/disclosure-crr/01-06-2026#07a774eefae94e3b9c0cdc6c7547c7e5,GBP 125 billion,Monetary amount appears with threshold/trigger language.,"k and Specific Wrong-Way risk as defined in Article 291; (d) the amount of collateral the institution would have to provide if its credit rating were downgraded; (e) for derivative transactions, the amount of segregated and unsegregated collateral received and posted per type of collateral; and for securities financing transactions, the total amount of collateral received and posted per type of collateral; provided in each case that: (i) institutions shall not disclose such amounts unless both the fair value of collateral posted in the form of debt securities and the fair value of collateral received in that form exceed GBP 125 billion; and (ii) for the purposes of subparagraph (i), institut",true,true,GBP 125 billion,reporting_trigger,high,Disclosure is suppressed unless collateral fair values exceed this threshold.
cand-00428,rule,448f2123154a34ca,rule,Article 439 Disclosure of Exposures to Counterparty Credit Risk,Disclosure (CRR),Article 439 Disclosure of Exposures to Counterparty Credit Risk,https://www.prarulebook.co.uk/pra-rules/disclosure-crr/01-06-2026#07a774eefae94e3b9c0cdc6c7547c7e5,GBP 125 billion,Monetary amount appears with threshold/trigger language.,"eceived in that form exceed GBP 125 billion; and (ii) for the purposes of subparagraph (i), institutions shall use the twelve month rolling arithmetic mean of the fair value of collateral received or posted (as the case may be) in the form of debt securities, determined using quarterly data calculated in a manner consistent with data reported under Article 430(g) and covering the twelve months immediately preceding the disclosure reference date; (f) for derivative transactions, the exposure values before and after the effect of the credit risk mitigation as determined under the methods set out in Sections 3 to 6 of Chapter 6 of Title II of Part Three, whichever method is applicable, and the ",true,true,GBP 125 billion,reporting_trigger,high,Continuation of disclosure threshold for collateral received or posted.
cand-00315,rule,8294b7e325764cdf,rule,2.1A,FSCS Management Expenses Levy Limit and Base Costs,2.1A,https://www.prarulebook.co.uk/pra-rules/fscs-management-expenses-levy-limit-and-base-costs/01-06-2026#edf5cdeb594f45768907235b94f9088e,"£112,972,954",Monetary amount appears with threshold/trigger language.,"The amount which the FSCS may recover from the sums levied under the compensation scheme as management expenses attributable to the period 1 April 2026 to 31 March 2027 may not exceed £112,972,954.",true,true,"£112,972,954",fee_or_levy_band,high,FSCS recoverable management expenses are capped for the levy period.
cand-00303,rule,b6f2f477c50fda8d,rule,3.15,Fees,3.15,https://www.prarulebook.co.uk/pra-rules/fees/01-06-2026#40d48bebf7814a58a6c244ae9dac0e87,"£50,000 m; £50,000.00",Monetary amount appears with threshold/trigger language.,"The due date for payment of periodic fees is as follows: (1) Subject to 3.15 (3), any firm whose total liability for periodic fees in the previous fee year was less than £50,000 must pay the total periodic fee due for the current fee year in full by 1 August. (2) Any firm whose combined total liability for periodic fees payable to the FCA and the PRA in the previous fee year was £50,000.00 or above must pay its periodic fees for the current year in two tranches as follows: (a) an amount equal to 50% of the PRA periodic fee payable in the previous fee year on or before the last working day in March in the current fee year ; and (b) the balance of the periodic fee for the current fee year by t",true,true,"£50,000",fee_or_levy_band,high,Previous-year fee liability threshold determines payment timing/tranching.
cand-00304,rule,f2ecdf1fbbc7a149,rule,3.23,Fees,3.23,https://www.prarulebook.co.uk/pra-rules/fees/01-06-2026#ede50424f4f64bf1bb265e0369898bbe,£1m; £0.4m,Monetary amount appears with threshold/trigger language.,"To facilitate the aggregation calculation where a model incorporates one or more CRD credit institutions and one or more designated investment firms within its scope, for each designated investment firm which is also a UK firm , total assets for fees purposes shall be rounded to the nearest £1million, and each £1million of total assets for fees purposes shall be deemed equivalent to £0.4million in modified eligible liabilities .",false,false,,not_a_threshold,medium,"Amounts are rounding/equivalence factors for aggregation, not cut-offs."
cand-00302,rule,ba02c5dd0c6ebe74,rule,3.6,Fees,3.6,https://www.prarulebook.co.uk/pra-rules/fees/01-06-2026#de6ab9dbca9749d4a5159e762d39de62,£125.00,Monetary amount appears with threshold/trigger language.,An administration fee of £125.00 is payable in this case in addition to the minimum fee.,true,true,£125.00,fee_or_levy_band,medium,Sets an administration fee amount payable in addition to a minimum fee.
cand-00305,rule,3015f19eb8a101d5,rule,4.5A,Fees,4.5A,https://www.prarulebook.co.uk/pra-rules/fees/01-06-2026#a770b275a62a45b483cd0c34769ab396,"£2,500",Monetary amount appears with threshold/trigger language.,"A parent financial holding company or parent mixed financial holding company (both within the meaning of s192O of FSMA ) shall pay a regulatory transaction fee of £2,500 in respect of an application for approval or exemption made under s192Q of FSMA (and such a fee shall be in addition to any other regulatory transaction fee payable).",true,true,"£2,500",fee_or_levy_band,medium,Sets a regulatory transaction fee for approval or exemption applications.
cand-00306,rule,7559acc40b2a205b,rule,4.7,Fees,4.7,https://www.prarulebook.co.uk/pra-rules/fees/01-06-2026#826b9348e2424112b0bf28d94e9fc426,"£25,000.00; £1,500.00; £5,000.00",Monetary amount appears with threshold/trigger language.,"(1) [Deleted.] (2) [Deleted.] (3) Subject to paragraph (4), where a fee-payer or FCA authorised firm seeks to vary its existing Part 4A permission to: (a) include a PRA regulated activity , or (b) include, in relation to a PRA regulated activity , the activity of providing services to retail clients, the fee payable shall be £25,000.00. (4) In a case where the fee-payer or FCA authorised firm seeks to vary its existing Part 4A permission to include a PRA regulated activity described in: (a) fee block A1 in respect of a credit union or fee block A4 in respect of a friendly society , it shall be £1,500.00; (b) fee block A3 in respect of an ISPV or friendly society or fee block A5 in respect of a Lloyd's managing agent , it shall be £5,000.00.",true,true,"£25,000; £1,500; £5,000",fee_or_levy_band,high,Sets transaction fee amounts for variations of permission by case.
cand-00307,rule,d17b41bfc4b6e4fc,rule,4.8,Fees,4.8,https://www.prarulebook.co.uk/pra-rules/fees/01-06-2026#71c1bfa5d701407387d6c094c8b28a5c,"£25,000,",Monetary amount appears with threshold/trigger language.,"The transferor seeking regulatory consent for an insurance business transfer scheme under Part VII of FSMA pays a regulatory transaction fee of £25,000, the due date for payment being on or before the date of any application to the PRA for the appointment of an independent expert.",true,true,"£25,000",fee_or_levy_band,medium,Sets transaction fee for insurance business transfer consent.
cand-00308,rule,9e221a35fbd686b2,rule,5.7,Fees,5.7,https://www.prarulebook.co.uk/pra-rules/fees/01-06-2026#6a432bd1914c41088883655994023a7f,£70; £155; £225 M; £300; £415,Monetary amount appears with threshold/trigger language.,"The number of hours or part hours is as recorded on the PRA ’s systems in relation to the work. (2) Next, multiply the applicable rate in the table of SPF hourly rates b elow by the number of hours or part hours arrived at under 5.7(1): SPF hourly rates Pay grade of persons employed by the PRA Hourly rate Administrator £70 Associate £155 Technical specialist £225 Manager £300 Any other persons employed by the PRA £415 (3) Then add any fees and disbursements invoiced to the PRA by any third party provider in respect of services performed for the PRA in relation to assisting the PRA in performing the regulatory work referred to in 5.2 and 5.4 . (4) The resulting figure is the fee. (5) Where an SPF for restructuring is charged and the restructuring directly affects more than one firm , the PRA may combine the total fees calculated under 5.7(4) in relation to that restructuring and reapportion those fees among all firms directly affected by the restructuring, using metrics which, in the opinion of the PRA , reflect the firms ’ relative nature, scale and complexity.",true,true,£70; £155; £225; £300; £415,fee_or_levy_band,medium,Table sets hourly special project fee rates by PRA pay grade.
