candidate_id,estate,source_id,node_type,title,document_or_part,paragraph_or_rule,url,matched_amounts,rule_based_reason,snippet
cand-00134,sop,ea789505b35325d0,guidance_paragraph,SoP1/13 – Designation of investment firms for prudential supervision by the Prudential Regulation Authority 3.4,SoP1/13 – Designation of investment firms for prudential supervision by the Prudential Regulation Authority,3.4,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---designation-of-investment-firms-for-prudential-supervision-by-the-pra/01-06-2026#ffdca0862a824bf0bfe05560b9023140,£15 billion,Monetary amount appears with threshold/trigger language.,"The second factor – that the sum of the total gross assets of all investment firms in a group potentially subject to designation averages more than £15 billion over four quarters – relates to the requirement in the PRA-regulated Activities Order to take into account, where the firm is a member of a group, the assets of the group members."
cand-00138,sop,7afa6ccc7db61fe4,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 5.15,SoP1/15 – Deposit Guarantee Scheme,5.15,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#1144a18a580f4491998cc53abca137e8,"£120,000",Monetary amount appears with threshold/trigger language.,"Following the default of a firm (ie where a determination has been made that deposits are unavailable), the PRA expects that the FSCS will review the SCV file and exclusions view file of the firm and write to depositors with aggregated deposits at the firm in excess of £120,000 to inform them that they, or where the depositor is a trustee, the beneficiary, may be entitled to additional compensation if they hold any deposits that qualify as THBs and can provide evidence verifying this."
cand-00135,sop,a362ae779338e632,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 5.2,SoP1/15 – Deposit Guarantee Scheme,5.2,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#b99c2dcc06ba468d83075500fbabf4aa,"£120,000",Monetary amount appears with threshold/trigger language.,"If an individual or a trustee has eligible deposits in excess of £120,000 as a result of more than one of the life events set out in Depositor protection 10.2 , a claim may be made for compensation in respect of each of those events and the limit in Depositor Protection 4.3 would apply separately to each event."
cand-00139,sop,06435033455cb411,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 5.22,SoP1/15 – Deposit Guarantee Scheme,5.22,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#2b5a496b7b3b468d968aefb05646c36c,"£130,000",Monetary amount appears with threshold/trigger language.,"Examples In the examples below it is assumed that an individual’s £130,000 inheritance has been credited to bank A."
cand-00140,sop,06435033455cb411,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 5.22,SoP1/15 – Deposit Guarantee Scheme,5.22,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#2b5a496b7b3b468d968aefb05646c36c,"£65,000; £120,000; £130,000; £100,000; £10,000; £50,000; £120,000,",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"Where the deposit is held on trust for individual beneficiaries who are entitled to claim for a THB, references to the individual being able to claim compensation should be read as references to the beneficiary. (a) If the individual transfers £65,000 to bank B, the PRA considers that the depositor should be able to claim up to £65,000 from the FSCS for each amount (in addition to the standard £120,000 compensation per bank) should both banks fail within six months from the date at which the £130,000 was credited to bank A. (b) If the individual withdraws £100,000 from bank A, and A fails within six months of the date at which the original £130,000 inheritance was credited to A, and the depositor still has aggregate deposits of £130,000 remaining in the account, then the PRA expects that the depositor should be able to claim £10,000 THB compensation. (c) If the individual transfers £50,000 to bank B, giving the depositor a balance with bank B in excess of £120,000, and bank B fails one month after the amount was credited to B but thirteen months after the original amount was credited to A, then the PRA considers that THB protection should not apply. (d) If the individual withdrew £"
cand-00141,sop,fd49e9fd2e3e8629,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 5.24,SoP1/15 – Deposit Guarantee Scheme,5.24,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#4e1e8ea939374ad39f579c0559f11d9f,£1.4 m,Monetary amount appears with threshold/trigger language.,Total claims for the same life event may not exceed £1.4 million (unless for a personal injury or incapacity claim).
cand-00136,sop,f68f28ed0041c39d,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 5.4,SoP1/15 – Deposit Guarantee Scheme,5.4,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#caacbd6667414d8ead3b2d2e4cc81e2f,"£1.4 m; £700,000",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"If only £1.4 million is deposited, each can claim up to £700,000."
cand-00137,sop,f68f28ed0041c39d,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 5.4,SoP1/15 – Deposit Guarantee Scheme,5.4,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#caacbd6667414d8ead3b2d2e4cc81e2f,£1.4 m,Monetary amount appears with threshold/trigger language.,"For the avoidance of doubt, as noted above, each depositor can claim on a ‘per event per authorised entity’ basis meaning that a couple is entitled to a claim of up to £1.4 million each for the same life event (eg wedding or redundancy) per authorised entity."
cand-00142,sop,4c0be45237805331,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 6.3,SoP1/15 – Deposit Guarantee Scheme,6.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#16db08c557b543a6a003b214adfe56a2,"£240,000",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"Examples (a) There is a joint account holding £240,000 with two individual account holders."
cand-00143,sop,4c0be45237805331,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 6.3,SoP1/15 – Deposit Guarantee Scheme,6.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#16db08c557b543a6a003b214adfe56a2,"£120,000",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"There are no THBs, so each individual has the benefit of £120,000 FSCS protection."
cand-00144,sop,4c0be45237805331,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 6.3,SoP1/15 – Deposit Guarantee Scheme,6.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#16db08c557b543a6a003b214adfe56a2,"£120,000; £240,000; £2.8 m",Monetary amount appears with threshold/trigger language.,"One of the account holders dies, the surviving account holder has their FSCS protection limit temporarily increased by £120,000 giving them £240,000 of FSCS protection. (b) There is a joint account holding £2.8 million with two individual account holders."
cand-00145,sop,4c0be45237805331,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 6.3,SoP1/15 – Deposit Guarantee Scheme,6.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#16db08c557b543a6a003b214adfe56a2,£1.4 m,Monetary amount appears with threshold/trigger language.,The deposit is a result of a THB event that is subject to a £1.4 million limit for each individual.
cand-00146,sop,4c0be45237805331,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 6.3,SoP1/15 – Deposit Guarantee Scheme,6.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#16db08c557b543a6a003b214adfe56a2,"£1.4 m; £2.8 m; £500,000",Monetary amount appears with threshold/trigger language.,"One of the account holders dies, the surviving account holder has their FSCS protection limit temporarily increased by £1.4 million giving them £2.8 million of FSCS protection for THBs (in addition to the protection provided by the deposit protection limit). (c) There is a joint account holding £500,000 with three account holders."
cand-00147,sop,4c0be45237805331,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 6.3,SoP1/15 – Deposit Guarantee Scheme,6.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#16db08c557b543a6a003b214adfe56a2,"£120,000",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"There are no THBs in the account, so the trustees (treating co-trustees as a single person) have £120,000 FSCS protection."
cand-00148,sop,4c0be45237805331,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 6.3,SoP1/15 – Deposit Guarantee Scheme,6.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#16db08c557b543a6a003b214adfe56a2,"£500,000",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"This remains so after one of the trustees dies, as the other trustees are still considered a unit for FSCS purposes. (d) There is a joint account holding £500,000 with three account holders, all three are co-trustees, however, one of the trustees also has an individual absolute beneficial entitlement."
cand-00149,sop,4c0be45237805331,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 6.3,SoP1/15 – Deposit Guarantee Scheme,6.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#16db08c557b543a6a003b214adfe56a2,"£120,000",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"There are no THBs, so each individual with an absolute beneficial interest benefits from £120,000 protection."
cand-00150,sop,4c0be45237805331,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 6.3,SoP1/15 – Deposit Guarantee Scheme,6.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#16db08c557b543a6a003b214adfe56a2,"£30,000; £150,000",Monetary amount appears with threshold/trigger language.,"The account holder who is a trustee also with an individual absolute beneficial interest dies and their FSCS protection limit is shared between the four beneficiaries with the result that the beneficiaries have their FSCS protection limit temporarily increased by £30,000 giving them each £150,000 FSCS protection. (e) The situation is as in (d), except that a trustee and two of the beneficiaries have an absolute beneficial entitlement, and the trust is discretionary in relation to two other beneficiaries."
cand-00151,sop,4c0be45237805331,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 6.3,SoP1/15 – Deposit Guarantee Scheme,6.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#16db08c557b543a6a003b214adfe56a2,"£120,000",Monetary amount appears with threshold/trigger language.,"Their £120,000 protection limit is shared between the two beneficiaries with an absolute entitlement and the two co-trustees (treating co-trustees as a single person), by virtue of there also being individuals with unvested beneficial interests."
cand-00152,sop,4c0be45237805331,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 6.3,SoP1/15 – Deposit Guarantee Scheme,6.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#16db08c557b543a6a003b214adfe56a2,"£40,000",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"Each share of the temporary increase is therefore £40,000."
cand-00153,sop,4c0be45237805331,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 6.3,SoP1/15 – Deposit Guarantee Scheme,6.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#16db08c557b543a6a003b214adfe56a2,"£160,000",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"This results in the two beneficiaries with an absolute beneficial entitlement and, on behalf of the discretionary trust, the co-trustees (treating them as a single person), each having £160,000 FSCS protection."
cand-00154,sop,6e9546aa9b904f2a,guidance_paragraph,SoP1/20 – The PRA’s approach to the publication of Solvency II technical information 3.6D,SoP1/20 – The PRA’s approach to the publication of Solvency II technical information,3.6D,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-approach-to-the-publication-of-solvency-ii-technical-information/01-06-2026#79594efff27a4eae8256f36ec0477073,£45 m,Monetary amount appears with threshold/trigger language.,"The PRA uses the same volume indicators as applied by EIOPA (at the end of the TP) for assessing the liquidity of the swaps market, but with the average (over one year) daily notional turnover requirement being £45 million."
cand-00155,sop,6e9546aa9b904f2a,guidance_paragraph,SoP1/20 – The PRA’s approach to the publication of Solvency II technical information 3.6D,SoP1/20 – The PRA’s approach to the publication of Solvency II technical information,3.6D,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-approach-to-the-publication-of-solvency-ii-technical-information/01-06-2026#79594efff27a4eae8256f36ec0477073,£45 m,Monetary amount appears with threshold/trigger language.,These indicators therefore comprise the: average (over one year) daily notional turnover of at least £45 million; and average (over one year) daily number of trades of at least ten.
cand-00168,sop,5cccf16a793b40ef,guidance_paragraph,SoP1/25 – The Prudential Regulation Authority’s approach to policy 3.1,SoP1/25 – The Prudential Regulation Authority’s approach to policy,3.1,https://www.prarulebook.co.uk/guidance/statements-of-policy/the-pras-approach-to-policy/01-06-2026#pdf-page-11,£73.2 billion,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,The UK is a leading international financial centre with a surplus of financial services trade of £73.2 billion in 202315.
cand-00169,sop,493f752b834069ab,guidance_paragraph,SoP1/25 – The Prudential Regulation Authority’s approach to policy 3.2,SoP1/25 – The Prudential Regulation Authority’s approach to policy,3.2,https://www.prarulebook.co.uk/guidance/statements-of-policy/the-pras-approach-to-policy/01-06-2026#pdf-page-11,£208.2 billion,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"It contributed £208.2 billion to the UK economy in 2023, 8.8% of total economic output.17 The UK financial sector supports the wider economy through its provision of vital services."
cand-00170,sop,333ede352c44d50f,guidance_paragraph,SoP1/25 – The Prudential Regulation Authority’s approach to policy 3.3,SoP1/25 – The Prudential Regulation Authority’s approach to policy,3.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/the-pras-approach-to-policy/01-06-2026#pdf-page-11,£1.2,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"At its peak, total UK government support for the financial system in cash and guarantees amounted to almost £1.2 trillion.18"
cand-00171,sop,30558da69dd1159a,guidance_paragraph,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis 19,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis,19,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-approach-to-cost-benefit-analysis/01-06-2026#pdf-page-4,£207 billion; £47 billion; £22 billion; £156 billion; £14 billion; £12 billion; £10 billion; £4 billion,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"Other overseas Major British retail banks £207 billion banks C h a rt 4 B a n ks’ cu m u la tive w rite -o ffs(a) £47 billion Per cent of total loans 8 Medium-sized and small British banks £22 billion 6 Japanese British banks merchant Building societies £156 billion £14 billion banks £12 billion US banks Vulnerable 4 £10 billion small banks £4 billion(b) (a) Sto ck o f sterlin g-d en o m in ated lo an s to U K resid en ts, exclu d in g fin an cialin stitu tio n s."
cand-00172,sop,7e72628926ee4b04,guidance_paragraph,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis 19,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis,19,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-approach-to-cost-benefit-analysis/01-06-2026#pdf-page-4,£ 15,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"8 9 ,th ey h ad £ 15 b illio n o flo an s o u tstan d in g in m o n ey lo sses are scaled to th e sh are o f lo an s o u tstan d in g at th e b egin n in g o f th e p erio d . m arkets — m argin ally less th an in vestm en t b an ks,an d eq u ivalen t to h alfth eirlen d in g in th e U n ited K in gd o m ."
cand-00175,sop,a4fcd6f3e31c7fcb,guidance_paragraph,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis 19,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis,19,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-approach-to-cost-benefit-analysis/01-06-2026#pdf-page-7,£ 1; £ 2,Monetary amount appears with threshold/trigger language.,"It is cleare x p o st T h e eco n o m ic co st o fth e failu re o fth ese in stitu tio n s w as fro m th e cred it lo sses d u rin g th e recessio n th at b an ks to o k o n sm all.T o geth er,th e sm allb an ks th at failed h ad assets o f to o m u ch risk d u rin g th e b o o m p erio d . ap p ro xim ately £ 1 b illio n — less th an 0.2 % o fG D Pin 19 9 1.In co n trast to m an y b an kin g crises aro u n d th e w o rld ,th ere w as (1) B an k o f En glan d A rch ives (R eferen ce 9 A 2 5 7 /1). (2 ) N H L relied h eavily o n lo calau th o rity fu n d in g,lo sin g m u ch o f th is in M arch /A p ril19 9 1. n o go vern m en t in jectio n o fcap italin to th e b an kin g system , B y m id -M ay,o n ly o n e th ird o f th e n ext tw o m o n th s’m atu rities w ere exp ected to ro ll alth o u gh th e B an k o fEn glan d to o k a sm alllo ss o n th e o ver.Fo llo w in g B C C I’s co llap se m o st o f th is w as lo st.T h e clearers agreed to p ro vid e a £ 2 00 m illio n facility,b u t o n ly w ith an au th o rity’s gu aran tee.B y Feb ru ary 19 9 2 ,th e cred it th at it exten d ed (C h a rt 8 )."
cand-00176,sop,a4fcd6f3e31c7fcb,guidance_paragraph,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis 19,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis,19,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-approach-to-cost-benefit-analysis/01-06-2026#pdf-page-7,£ 115 m,Monetary amount appears with threshold/trigger language.,"In 19 9 3 ,th e B an k d isclo sed B an k o f En glan d w as co m m itted to m eetin g allN H L’s liab ilities an d b o u gh t it o u trigh t in 19 9 4 fo r a n o m in alsu m in o rd er to facilitate co n tro lo ver asset realisatio n . th at it h ad m ad e p ro visio n s o f£ 115 m illio n again st p o ssib le (3 ) C ity M erch an ts’liq u id ity d ifficu lties w ere less severe b u t clien t m o n ey fu n d in g w as at"
cand-00173,sop,361de00fda7c2d73,guidance_paragraph,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis PDF paragraph 23,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis,,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-approach-to-cost-benefit-analysis/01-06-2026#pdf-page-5,6 Sterling,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,C h a rt 5 T im e lin e o f th e crisis Per cent 8 Annual growth in GDP 7 Bank of England provides liquidity assistance to three small banks 6 Sterling ofﬁ cially joins ERM 4 BCMB enters 3 administration + Authority Bank – enters administration Chancery 1 Bank fails BCCI fails.
cand-00174,sop,0677e59692eea561,guidance_paragraph,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis PDF paragraph 33,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis,,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-approach-to-cost-benefit-analysis/01-06-2026#pdf-page-6,£ 6; £ 9,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"T o p ical articles T h e sm all b an k failu res o f th e early 19 9 0s 47 [a vu ln erab le sm allb an k]is th at it h as a su b stan tial C h a rt 8 Fisca l co sts o f b a n kin g crise s(a) (b ) £ 6 00m illio n o fco m m ercialp ap erin th e m arket an d it h as Per cent of annual GDP 80 £ 9 0m illio n o ffu n d in g fro m q u ality co rp o rate n am es’.In o th erw o rd s,th e B an k feared th at th e sm allb an ks’p ro b lem s 70 w o u ld sp read to a d ifferen t secto ro fth e fu n d in g m arket,an d a 60 secto ro n w h ich so m e o fth e largerb an ks w ere h eavily (1) 50 relian t."
cand-00177,sop,f4db068d2db5f77d,guidance_paragraph,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis PDF paragraph 37,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis,,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-approach-to-cost-benefit-analysis/01-06-2026#pdf-page-7,£ 3,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"lo sses. risk.T h e B an k again gu aran teed a facility,allo w in g C ity M erch an ts tim e to ru n d o w n th e b u sin ess.A fter d iscu ssio n w ith th e B an k,N atW est an d Llo yd s agreed to p ro vid e a £ 3 0 m illio n facility fo r tw o m o n th s (w ith p o ssib le exten sio n u p to tw elve m o n th s) p ro vid ed th e B an k o f En glan d w o u ld co ver th e risk. (4 ) S ee B an k o f En glan d (19 9 3 )."
cand-00156,sop,23826992bc300ff0,guidance_paragraph,SoP2/16 – The implementation of ring-fencing: the PRA’s approach to ring-fencing transfer schemes 1.2,SoP2/16 – The implementation of ring-fencing: the PRA’s approach to ring-fencing transfer schemes,1.2,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-implementation-of-ring-fencing-the-pras-approach-to-ring-fencing-transfer-schemes/01-06-2026#3a13bc6b1b3a4b16952eb20c2eb4e96c,£25 billion,Monetary amount appears with threshold/trigger language.,"Institutions that have more than £25 billion of ‘core deposits’ – broadly those from individuals and small businesses – on average, over a period of three years, will be subject to ring-fencing requirements."
cand-00178,sop,9135145bb9997b9a,guidance_paragraph,SoP2/23 – Operating the Small Domestic Deposit Taker (SDDT) regime 3.3,SoP2/23 – Operating the Small Domestic Deposit Taker (SDDT) regime,3.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---operating-the-small-domestic-deposit-taker-sddt-regime/01-06-2026#pdf-page-7,£20 billion,Monetary amount appears with threshold/trigger language.,The PRA considers that this is likely to be the case where the firm can demonstrate that the group’s total assets do not exceed £20 billion when calculated on the following basis: • the measure of total assets is comparable to the measure used in the SDDT criteria and calculated using the average of this measure during the previous 36 months; and • the entities included in or excluded from the group for this purpose are determined using approximately the same principles as those used when establishing the boundaries of a UK regulatory consolidation group.3
